n,RS,JS,PJW,ELF,BKDR,SDBM,DJB,DEK,AP
590848,44,45,884,884,32,45,46,69,42
591872,44,45,888,888,32,46,46,69,42
592896,44,46,890,890,33,46,46,69,42
593920,44,46,892,892,33,46,46,70,42
594944,44,46,894,894,34,46,46,70,42
595968,44,46,897,897,35,46,46,71,42
596992,45,46,900,900,35,46,46,71,42
598016,45,46,904,904,36,46,46,71,42
599040,45,46,908,908,36,46,46,72,42
600064,45,46,910,910,36,46,46,73,43
601088,45,46,913,913,36,46,46,73,43
602112,45,46,915,915,36,47,46,73,43
603136,45,46,916,916,36,47,46,73,43
604160,45,46,920,920,36,48,46,73,43
605184,45,46,925,925,36,48,47,73,43
606208,46,46,926,926,36,48,47,73,43
607232,46,46,930,930,36,48,47,73,43
608256,46,46,933,933,36,48,49,73,44
609280,46,46,935,935,36,48,49,73,44
610304,46,46,939,939,36,48,49,73,44
611328,46,46,942,942,36,48,49,73,44
612352,46,46,945,945,36,48,50,73,44
613376,47,47,949,949,36,48,51,73,44
614400,47,47,953,953,36,48,51,73,44
615424,47,47,957,957,36,48,52,74,44
616448,48,47,958,958,36,48,52,74,44
617472,49,47,960,960,36,48,52,74,44
618496,49,47,961,961,36,48,52,74,44
619520,49,48,965,965,36,48,52,74,44
620544,49,48,968,968,36,48,52,75,44
621568,49,49,972,972,37,48,52,76,45
622592,49,50,976,976,37,48,53,78,46
623616,49,50,978,978,37,48,54,78,47
624640,49,51,980,980,38,48,54,78,47
625664,50,52,983,983,39,48,55,78,47
626688,50,52,988,988,39,48,55,79,47
627712,50,52,989,989,40,48,57,79,48
628736,50,52,991,991,40,48,57,80,48
629760,51,52,996,996,40,48,57,80,48
630784,51,52,998,998,40,48,57,80,49
631808,52,52,1007,1007,40,49,57,80,49
632832,52,52,1009,1009,40,49,57,80,49
633856,52,52,1013,1013,40,49,58,80,49
634880,53,52,1016,1016,40,49,58,81,49
635904,53,52,1022,1022,40,49,58,82,49
636928,53,52,1027,1027,40,50,58,82,49
637952,53,53,1037,1037,40,50,58,83,49
638976,53,53,1040,1040,41,50,58,84,49
640000,53,54,1042,1042,41,50,58,84,49
641024,53,54,1045,1045,41,50,58,85,49
642048,53,54,1049,1049,41,50,58,85,49
643072,53,54,1052,1052,41,50,58,85,49
644096,53,54,1055,1055,41,50,58,86,49
645120,53,54,1057,1057,41,50,58,86,49
646144,53,54,1061,1061,41,50,58,86,50
647168,53,54,1063,1063,42,50,58,87,50
648192,53,54,1067,1067,42,50,58,87,50
649216,53,54,1069,1069,42,50,58,87,50
650240,53,54,1071,1071,42,50,58,88,50
651264,53,54,1073,1073,42,50,58,88,50
652288,54,54,1075,1075,42,50,59,88,50
653312,54,54,1079,1079,42,50,59,88,50
654336,54,54,1083,1083,42,50,60,88,50
655360,54,54,1084,1084,42,51,61,90,50
656384,54,54,1089,1089,42,51,61,90,50
657408,54,54,1094,1094,42,51,61,90,50
658432,54,54,1097,1097,42,51,61,90,50
659456,54,55,1101,1101,42,51,61,90,50
660480,54,55,1106,1106,42,51,61,90,50
661504,55,55,1109,1109,42,52,61,90,51
662528,55,55,1110,1110,43,52,61,90,51
663552,56,55,1115,1115,43,53,61,91,51
664576,56,55,1117,1117,43,55,61,91,51
665600,56,55,1125,1125,44,55,61,92,51
666624,57,55,1127,1127,44,55,61,92,51
667648,57,55,1135,1135,44,55,62,92,51
668672,57,55,1137,1137,44,55,62,92,52
669696,57,56,1141,1141,44,55,62,92,52
670720,57,56,1147,1147,44,55,62,92,53
671744,57,56,1151,1151,44,55,62,92,53
672768,57,56,1153,1153,44,56,62,92,53
673792,57,56,1156,1156,44,56,62,93,54
674816,57,56,1160,1160,46,56,64,93,54
675840,57,56,1164,1164,46,56,65,93,54
676864,57,56,1168,1168,46,56,65,93,55
677888,57,57,1170,1170,47,56,65,93,55
678912,57,57,1174,1174,48,56,65,93,56
679936,57,59,1179,1179,48,56,65,93,56
680960,58,59,1182,1182,48,57,65,94,57
681984,58,59,1187,1187,49,57,65,95,57
683008,58,59,1192,1192,49,57,65,95,57
684032,58,59,1197,1197,49,57,65,95,57
685056,58,60,1204,1204,49,57,65,95,57
686080,59,60,1210,1210,49,57,65,95,57
687104,60,60,1210,1210,49,57,65,96,57
688128,60,60,1213,1213,49,57,65,96,57
689152,61,60,1218,1218,50,57,65,97,57
690176,61,60,1222,1222,50,57,65,97,57
691200,62,60,1227,1227,50,57,65,98,57
692224,62,60,1231,1231,51,57,65,98,57
693248,62,61,1234,1234,51,57,65,98,57
694272,63,61,1239,1239,51,57,65,98,57
695296,63,62,1242,1242,51,57,65,98,57
696320,63,62,1242,1242,51,57,65,99,57
697344,64,62,1247,1247,51,57,65,99,57
698368,64,62,1249,1249,51,57,65,99,57
699392,64,62,1256,1256,51,57,65,99,57
700416,65,62,1259,1259,51,57,65,99,57
701440,66,62,1263,1263,51,57,65,100,57
702464,66,62,1268,1268,51,57,65,100,57
703488,66,63,1271,1271,51,58,65,100,57
704512,66,63,1273,1273,51,58,65,100,57
705536,66,63,1275,1275,51,58,66,100,58
706560,66,63,1280,1280,51,58,66,100,58
707584,66,63,1282,1282,51,58,66,100,58
708608,66,63,1287,1287,51,58,66,101,59
709632,66,63,1291,1291,52,58,66,101,60
710656,66,63,1295,1295,52,58,66,102,60
711680,67,63,1299,1299,52,58,66,102,60
712704,67,63,1304,1304,52,58,66,103,60
713728,67,63,1305,1305,52,58,68,103,61
714752,67,63,1310,1310,52,58,68,104,61
715776,67,63,1314,1314,52,58,68,104,61
716800,67,63,1316,1316,53,58,68,104,61
717824,68,64,1321,1321,53,58,68,104,61
718848,68,64,1324,1324,53,58,69,105,62
719872,68,65,1328,1328,53,58,69,105,62
720896,68,65,1331,1331,53,59,69,105,62
721920,68,65,1333,1333,53,59,69,106,62
722944,68,65,1335,1335,53,59,69,106,63
723968,68,65,1340,1340,53,59,69,106,64
724992,68,65,1344,1344,54,59,70,106,65
726016,68,65,1350,1350,54,60,70,107,65
727040,70,65,1352,1352,54,60,71,107,65
728064,70,65,1354,1354,54,60,71,108,65
729088,70,66,1355,1355,54,60,71,108,65
730112,70,66,1361,1361,54,60,71,108,65
731136,70,66,1363,1363,55,62,71,110,65
732160,70,66,1365,1365,55,62,72,110,65
733184,70,66,1366,1366,55,62,73,110,65
734208,70,66,1369,1369,56,62,73,111,65
735232,70,66,1373,1373,57,62,73,111,65
736256,72,66,1377,1377,58,62,73,112,65
737280,72,66,1378,1378,59,62,73,112,65
738304,72,66,1383,1383,59,62,73,112,66
739328,72,68,1389,1389,59,62,73,112,66
740352,72,68,1396,1396,59,62,74,112,66
741376,72,68,1397,1397,59,63,74,112,66
742400,73,69,1400,1400,59,63,74,112,67
743424,73,69,1407,1407,60,63,74,113,67
744448,73,70,1409,1409,60,63,74,113,67
745472,73,70,1413,1413,60,63,74,113,67
746496,73,71,1417,1417,61,63,74,113,67
747520,73,71,1421,1421,62,63,75,113,67
748544,74,72,1426,1426,63,63,75,113,67
749568,74,72,1430,1430,64,63,75,113,67
750592,74,73,1432,1432,64,63,75,113,68
751616,74,73,1438,1438,64,64,76,115,68
752640,74,73,1440,1440,64,64,76,116,68
753664,75,73,1446,1446,64,64,76,116,68
754688,75,73,1450,1450,64,64,76,117,68
755712,75,75,1452,1452,64,64,76,117,69
756736,75,75,1454,1454,64,64,76,117,69
757760,75,75,1458,1458,64,64,76,117,70
758784,75,75,1459,1459,64,64,76,118,70
759808,75,75,1464,1464,64,64,76,118,70
760832,76,75,1472,1472,64,64,76,118,70
761856,76,75,1474,1474,64,64,76,119,71
762880,77,75,1481,1481,64,65,76,119,71
763904,77,75,1482,1482,64,65,76,119,71
764928,77,75,1483,1483,64,65,77,119,71
765952,77,75,1485,1485,64,65,77,119,71
766976,78,75,1489,1489,64,66,77,119,71
768000,79,76,1491,1491,64,67,77,119,71
769024,79,76,1496,1496,64,67,77,119,71
770048,79,76,1501,1501,64,68,77,119,71
771072,79,76,1505,1505,64,69,79,120,71
772096,79,77,1513,1513,66,69,79,120,71
773120,79,77,1515,1515,66,69,79,121,71
774144,81,77,1520,1520,67,69,79,122,72
775168,81,77,1523,1523,68,69,80,122,72
776192,81,77,1527,1527,69,69,80,123,72
777216,82,77,1528,1528,69,69,81,123,72
778240,83,77,1535,1535,69,69,81,123,72
779264,83,77,1539,1539,69,69,81,123,72
780288,83,78,1543,1543,69,69,81,123,72
781312,83,79,1547,1547,69,69,81,123,73
782336,83,79,1550,1550,69,69,81,123,75
783360,83,79,1555,1555,69,69,81,124,76
784384,83,79,1564,1564,69,70,81,125,76
785408,83,79,1569,1569,69,70,81,125,76
786432,83,79,1573,1573,69,71,81,126,77
787456,83,79,1576,1576,69,71,81,126,77
788480,83,79,1581,1581,69,71,82,126,77
789504,83,79,1588,1588,69,71,82,126,77
790528,83,79,1593,1593,69,71,83,126,77
791552,83,80,1597,1597,69,72,83,126,77
792576,85,80,1607,1607,69,72,85,126,77
793600,85,80,1612,1612,69,72,85,127,77
794624,86,80,1615,1615,70,72,86,127,77
795648,86,80,1620,1620,70,72,86,127,78
796672,86,81,1622,1622,70,72,86,127,78
797696,87,81,1624,1624,70,73,86,127,79
798720,87,81,1627,1627,71,73,86,128,79
799744,87,81,1630,1630,71,73,87,128,79
800768,88,82,1632,1632,73,73,87,128,79
801792,88,82,1638,1638,73,73,87,128,79
802816,88,82,1642,1642,73,73,87,128,79
803840,88,82,1645,1645,73,73,87,129,79
804864,88,82,1649,1649,74,73,87,130,79
805888,88,84,1652,1652,75,73,87,130,79
806912,88,84,1657,1657,75,73,87,130,80
807936,88,84,1663,1663,75,73,87,130,80
808960,88,84,1664,1664,75,73,87,130,80
809984,88,84,1667,1667,75,73,87,131,80
811008,88,84,1676,1676,75,74,88,131,80
812032,88,84,1678,1678,75,74,88,131,80
813056,89,84,1680,1680,75,74,88,131,80
814080,89,84,1682,1682,75,75,88,131,80
815104,89,84,1685,1685,77,76,88,131,81
816128,89,84,1690,1690,78,76,88,131,82
817152,89,84,1691,1691,79,76,88,131,82
818176,89,85,1697,1697,79,76,88,131,83
819200,90,85,1701,1701,80,77,88,132,83
820224,90,85,1703,1703,80,77,88,132,83
821248,90,85,1708,1708,80,77,89,132,85
822272,90,85,1710,1710,80,77,90,132,86
823296,90,85,1717,1717,80,77,90,134,86
824320,91,85,1723,1723,81,77,90,135,86
825344,91,85,1728,1728,82,77,90,135,86
826368,91,86,1731,1731,83,77,91,135,86
827392,91,86,1735,1735,84,77,91,135,87
828416,91,86,1740,1740,85,78,91,136,87
829440,91,86,1747,1747,86,78,91,136,87
830464,91,87,1752,1752,86,78,91,136,88
831488,91,87,1753,1753,86,78,91,136,88
832512,92,87,1757,1757,86,78,91,136,90
833536,93,87,1763,1763,86,78,91,136,90
834560,94,87,1765,1765,86,79,92,136,90
835584,94,88,1773,1773,86,79,92,136,90
836608,94,88,1774,1774,87,79,92,136,90
837632,95,88,1780,1780,87,80,92,137,90
838656,95,89,1785,1785,87,80,93,137,90
839680,95,90,1786,1786,87,80,93,137,90
840704,95,90,1793,1793,87,80,93,138,90
841728,95,90,1796,1796,87,80,93,138,90
842752,96,90,1799,1799,87,80,93,138,90
843776,96,90,1805,1805,87,80,93,139,90
844800,97,90,1807,1807,87,80,93,139,90
845824,97,90,1814,1814,87,80,94,140,90
846848,97,90,1819,1819,87,81,94,140,90
847872,97,90,1833,1833,87,81,94,141,90
848896,98,90,1837,1837,87,81,94,141,90
849920,98,90,1841,1841,88,81,94,141,91
850944,100,90,1846,1846,88,81,94,141,91
851968,100,90,1850,1850,88,81,94,141,91
852992,100,90,1854,1854,88,81,94,141,93
854016,100,91,1861,1861,89,81,94,141,94
855040,100,91,1862,1862,89,81,94,142,94
856064,100,92,1868,1868,90,81,94,143,94
857088,100,92,1869,1869,90,82,94,143,94
858112,100,92,1874,1874,90,82,95,143,94
859136,100,92,1877,1877,90,82,95,143,94
860160,100,92,1879,1879,90,82,95,143,94
861184,101,92,1884,1884,91,82,95,143,94
862208,101,92,1888,1888,92,82,96,143,94
863232,101,92,1889,1889,92,83,96,143,94
864256,102,92,1892,1892,92,83,96,144,94
865280,102,93,1897,1897,93,83,97,144,95
866304,102,93,1899,1899,93,83,97,144,95
867328,103,93,1904,1904,94,83,97,144,95
868352,104,93,1911,1911,94,83,97,144,95
869376,104,93,1913,1913,94,83,97,144,95
870400,104,94,1918,1918,94,83,97,145,95
871424,104,94,1927,1927,94,83,97,145,95
872448,104,95,1934,1934,94,83,97,145,96
873472,104,95,1941,1941,94,83,97,146,97
874496,104,95,1946,1946,94,83,97,147,97
875520,105,95,1951,1951,94,83,99,148,97
876544,105,95,1956,1956,94,83,99,148,97
877568,105,95,1958,1958,95,84,99,149,97
878592,105,96,1963,1963,95,85,99,149,97
879616,106,97,1970,1970,95,85,100,150,97
880640,106,97,1973,1973,95,85,100,151,97
881664,106,97,1979,1979,95,85,100,152,97
882688,106,97,1983,1983,95,85,101,152,98
883712,107,97,1990,1990,95,85,101,152,98
884736,108,97,1996,1996,95,85,101,153,98
885760,108,97,1999,1999,95,85,101,153,98
886784,108,97,2003,2003,95,85,101,153,98
887808,108,97,2006,2006,95,85,101,153,98
888832,108,97,2014,2014,95,86,101,153,98
889856,108,99,2022,2022,95,87,101,153,98
890880,109,99,2026,2026,95,88,101,154,100
891904,110,99,2029,2029,95,89,101,156,101
892928,111,99,2036,2036,95,89,101,156,101
893952,111,99,2037,2037,95,89,102,156,101
894976,111,99,2043,2043,95,89,102,156,101
896000,112,99,2048,2048,95,89,102,156,102
897024,112,99,2055,2055,95,89,102,156,102
898048,112,99,2063,2063,95,89,103,156,102
899072,113,99,2068,2068,95,90,103,157,102
900096,114,100,2074,2074,95,90,103,157,102
901120,114,100,2078,2078,95,90,104,157,102
902144,115,101,2082,2082,95,90,104,160,102
903168,115,101,2089,2089,95,90,104,160,102
904192,115,101,2094,2094,97,90,104,161,102
905216,115,101,2100,2100,97,90,104,161,102
906240,115,101,2105,2105,97,90,104,161,102
907264,116,101,2111,2111,97,90,104,161,102
908288,116,102,2114,2114,97,90,105,161,103
909312,117,102,2118,2118,97,90,105,161,104
910336,117,102,2122,2122,97,90,106,161,105
911360,117,103,2125,2125,99,91,107,161,105
912384,117,103,2130,2130,99,91,107,161,106
913408,117,103,2135,2135,99,91,107,161,106
914432,118,103,2142,2142,99,91,107,161,106
915456,118,104,2148,2148,100,92,108,161,106
916480,119,105,2154,2154,101,92,108,161,107
917504,119,105,2163,2163,101,92,109,162,107
918528,119,105,2168,2168,102,92,109,162,107
919552,120,106,2172,2172,102,92,109,162,107
920576,120,106,2177,2177,102,92,110,162,107
921600,120,106,2180,2180,104,92,110,163,107
922624,120,106,2189,2189,104,92,110,163,107
923648,120,106,2194,2194,105,92,111,163,108
924672,121,106,2198,2198,105,93,111,163,109
925696,121,106,2202,2202,105,93,111,163,109
926720,121,106,2208,2208,106,94,111,164,109
927744,121,106,2214,2214,107,94,111,166,109
928768,121,106,2217,2217,107,94,111,166,109
929792,121,106,2223,2223,107,94,111,166,110
930816,121,106,2225,2225,107,96,111,166,110
931840,121,107,2232,2232,107,96,112,166,110
932864,121,107,2235,2235,107,96,112,166,110
933888,121,107,2242,2242,107,96,112,166,111
934912,123,108,2246,2246,107,96,112,167,111
935936,123,108,2251,2251,107,96,112,168,111
936960,124,108,2255,2255,107,96,113,168,111
937984,125,108,2256,2256,107,96,113,168,112
939008,125,108,2260,2260,107,96,114,168,112
940032,125,108,2269,2269,107,96,114,168,112
941056,125,108,2271,2271,107,97,114,168,113
942080,125,108,2273,2273,107,97,114,168,113
943104,125,110,2282,2282,107,97,115,168,114
944128,125,111,2290,2290,107,97,115,168,114
945152,125,111,2296,2296,107,97,115,168,114
946176,125,111,2298,2298,107,97,115,168,114
947200,125,111,2302,2302,107,97,115,168,114
948224,125,111,2306,2306,108,97,115,168,115
949248,126,112,2312,2312,109,97,115,169,115
950272,126,112,2312,2312,109,97,115,169,115
951296,126,112,2313,2313,109,97,115,169,116
952320,126,112,2319,2319,110,97,115,170,116
953344,126,112,2328,2328,110,97,115,170,116
954368,127,113,2332,2332,110,97,115,170,117
955392,127,113,2339,2339,111,97,115,170,117
956416,127,113,2344,2344,111,97,115,170,118
957440,127,113,2351,2351,112,98,117,170,118
958464,128,113,2357,2357,113,98,117,170,118
959488,129,113,2359,2359,113,98,117,170,118
960512,129,113,2361,2361,113,98,117,170,118
961536,129,113,2366,2366,113,98,117,170,118
962560,129,113,2373,2373,113,98,118,170,118
963584,129,113,2375,2375,113,98,118,171,118
964608,129,113,2381,2381,113,98,118,171,119
965632,129,113,2386,2386,113,98,118,171,120
966656,129,113,2391,2391,113,99,118,172,120
967680,130,113,2397,2397,113,101,119,172,120
968704,130,113,2402,2402,114,101,119,173,120
969728,130,113,2411,2411,115,102,119,174,120
970752,131,114,2416,2416,115,102,119,174,121
971776,131,114,2422,2422,115,102,119,175,121
972800,131,114,2424,2424,115,102,119,175,121
973824,131,114,2433,2433,115,102,119,176,121
974848,131,114,2441,2441,115,102,119,178,121
975872,131,114,2445,2445,115,103,119,178,121
976896,131,114,2451,2451,116,103,119,178,122
977920,131,115,2455,2455,116,103,119,178,122
978944,131,115,2459,2459,117,103,119,179,122
979968,131,115,2463,2463,117,103,119,180,123
980992,131,115,2470,2470,117,103,119,181,123
982016,131,115,2479,2479,118,104,119,181,124
983040,132,116,2484,2484,118,104,119,181,124
984064,132,116,2489,2489,118,104,119,182,124
985088,132,116,2491,2491,119,104,119,182,125
986112,132,116,2493,2493,119,104,121,183,125
987136,133,116,2495,2495,119,104,121,183,125
988160,133,116,2498,2498,119,104,121,184,126
989184,133,117,2504,2504,119,104,121,185,126
990208,133,117,2505,2505,120,105,121,186,126
991232,133,118,2509,2509,120,106,121,188,127
992256,133,118,2516,2516,120,107,122,190,127
993280,133,119,2526,2526,120,107,122,190,128
994304,133,119,2529,2529,121,107,122,193,128
995328,133,119,2536,2536,121,107,122,193,130
996352,133,119,2540,2540,122,108,122,193,130
997376,134,119,2543,2543,122,108,122,193,130
998400,134,119,2549,2549,122,108,122,194,130
999424,134,119,2551,2551,122,108,122,194,131
1000448,134,119,2558,2558,122,109,122,194,131
1001472,134,119,2565,2565,122,109,122,195,132
1002496,134,119,2568,2568,122,109,123,195,132
1003520,134,119,2571,2571,123,110,123,195,132
1004544,136,120,2575,2575,123,110,123,195,132
1005568,137,120,2579,2579,123,110,123,195,132
1006592,137,122,2586,2586,123,110,123,196,132
1007616,137,122,2594,2594,123,110,124,196,132
1008640,137,122,2600,2600,124,110,124,196,132
1009664,138,123,2605,2605,124,110,125,196,133
1010688,138,123,2606,2606,126,110,125,196,133
1011712,138,123,2608,2608,126,110,126,197,133
1012736,138,123,2611,2611,126,111,126,197,133
1013760,139,123,2615,2615,126,111,126,197,133
1014784,139,123,2619,2619,126,111,126,197,133
1015808,140,123,2621,2621,126,111,126,197,133
1016832,140,123,2623,2623,126,111,126,198,134
1017856,142,123,2628,2628,126,112,126,198,134
1018880,142,123,2631,2631,126,112,126,198,134
1019904,142,123,2631,2631,126,112,126,199,134
1020928,142,123,2633,2633,126,112,127,200,134
1021952,143,123,2635,2635,127,112,127,200,134
1022976,143,123,2638,2638,127,112,128,200,134
1024000,143,123,2645,2645,128,112,128,200,134
1025024,143,123,2653,2653,128,112,128,200,135
1026048,143,124,2658,2658,128,112,128,200,135
1027072,144,124,2662,2662,128,112,130,201,135
1028096,144,124,2664,2664,128,112,130,201,135
1029120,145,125,2670,2670,129,112,131,201,135
1030144,146,126,2677,2677,129,112,131,202,135
1031168,146,126,2679,2679,129,112,131,203,135
1032192,146,126,2684,2684,129,112,131,204,136
1033216,147,126,2691,2691,129,112,131,205,136
1034240,148,127,2693,2693,129,115,132,206,136
1035264,148,127,2696,2696,129,116,133,206,136
1036288,148,127,2703,2703,129,116,134,206,136
1037312,148,127,2708,2708,130,116,134,206,136
1038336,148,127,2714,2714,131,116,134,206,136
1039360,148,127,2715,2715,132,116,134,206,136
1040384,149,127,2720,2720,132,116,134,207,136
1041408,149,129,2725,2725,132,116,134,208,136
1042432,149,130,2728,2728,132,116,134,208,136
1043456,149,130,2730,2730,134,116,135,208,136
1044480,149,130,2737,2737,134,117,135,208,137
1045504,149,130,2740,2740,134,117,135,208,137
1046528,150,130,2743,2743,134,118,137,208,138
1047552,150,130,2746,2746,134,118,137,208,138
1048576,150,130,2750,2750,135,120,138,208,138
